Name,wDeg,deg,wPageRank,pageRank,wEig,eig
C00000422,117712,23,0.00028661819646307,0.000649894861067764,5.5269469080422e-05,0.00123642243766123
AK,1266502,339,0.00530723696411999,0.0105315083542001,1.31059081359623e-06,0.00298972784985615
C00000729,85000,17,0.000190410532115835,0.000505236584966767,2.82583824847651e-05,0.000956521744315283
C00000885,75510,16,0.000161843117143248,0.000485600065669212,3.7825519222275e-05,0.000942598106640949
C00000901,134500,29,0.000352968017219045,0.000813344037693267,3.60573406013509e-05,0.00149278884261394
C00001198,126000,28,0.000355628554917218,0.000786694280914496,2.77324516282253e-05,0.00139984319599519
C00002881,67000,18,0.000191602446350594,0.000537366410968133,2.39149089325571e-05,0.000987450679672553
C00002972,73000,17,0.000227896179594316,0.000502239728840112,1.10067827524175e-05,0.000936761364340476
C00003251,115000,23,0.000283248656411814,0.000667528254196172,3.89357110076186e-05,0.0011812084501018
C00003764,102500,24,0.000253467686866736,0.000679304383886657,3.3272183678403e-05,0.00129594500094645
C00004473,37000,17,0.000143635935431247,0.00049264919544262,7.18638842785682e-06,0.000909934936626449
C00004879,15500,9,9.01107719860212e-05,0.00028693702230278,4.72002299425123e-06,0.000485311187225503
C00005157,85450,18,0.000210231571282089,0.000538747106955091,2.835251460709e-05,0.000972323609605847
C00005249,145500,29,0.000384256923034553,0.000809726222115617,3.05867363513945e-05,0.0014745450959345
C00007880,632000,26,0.000641944619499715,0.000724884500719335,0.000371885136981343,0.00128300033193782
C00007922,36500,11,0.00011655846111593,0.000347235047320317,1.45001777386439e-05,0.000646251137003056
C00008748,38500,11,0.000153542286481145,0.000337001937087861,1.5639164146001e-06,0.000493966106108648
C00009936,90000,18,0.000218262713168786,0.000545155178822238,3.51818051749065e-05,0.00106215307744577
C00010082,137500,26,0.000366010433556186,0.000727649506946523,3.01706199772239e-05,0.00136109913091963
C00010124,13500,5,9.87771496781668e-05,0.000181636047492853,2.5910196680906e-09,0.000210396136612173
C00010470,137000,26,0.000362333054134038,0.000734658840232655,3.46652433225941e-05,0.00129500555222396
C00010868,113000,26,0.000329942760005057,0.000720956547531233,1.95398444820112e-05,0.00127983345206186
C00012245,40000,8,0.000133053919383164,0.000271015561625063,1.12867888569401e-05,0.000443232919750254
C00012468,83000,21,0.000219969282173275,0.000612789306169474,3.29238941717378e-05,0.00118236245085393
C00012880,65760,18,0.000199680110083124,0.00052861767739018,1.53443315606021e-05,0.000968323108412971
C00013342,20500,7,9.86198389977803e-05,0.000237756476577358,4.55689903786942e-06,0.000326546991278618
C00014555,69000,21,0.000175759854360943,0.00060640842602809,2.89689612788143e-05,0.00114693998757106
C00015933,64000,18,0.000167548528409081,0.000523468188049521,2.92555968818429e-05,0.0009938031231781
C00016683,118500,28,0.000342530736901497,0.000785296689357318,2.75443936072494e-05,0.00142343971105931
C00019653,5000,1,7.34236294444093e-05,8.2107487709398e-05,1.09190924127414e-10,3.83451160573039e-05
C00023580,68500,15,0.000168336174622506,0.000461384573221492,2.91110855395704e-05,0.000837787992622288
C00024349,17500,6,0.000107740505008526,0.000207867709334087,3.73934041089585e-06,0.000285050406905654
C00024869,129000,29,0.000317071560895467,0.000810699406060467,3.29949519581913e-05,0.00153035202095699
C00024968,55000,15,0.000195908104443744,0.000452810746892615,1.09020317803782e-05,0.000769121922977964
C00029447,103093,21,0.000276461963837853,0.00061442807198672,2.74776908297635e-05,0.0010830967353844
C00029504,93500,19,0.000247197550997946,0.000554951843560457,3.26367473447402e-05,0.00103747584605693
C00030718,175000,32,0.000462990799426672,0.000884014147124655,3.80205555656793e-05,0.00159060814506665
C00032698,78000,21,0.000221901820031949,0.00059873841523497,2.39625438457834e-05,0.00116276368665317
C00032979,47000,11,0.000130933230548637,0.000343099265559586,1.84021285726033e-05,0.000612727874947164
C00034132,63000,15,0.00017864027110527,0.000449292411138947,2.56500502656412e-05,0.000860574684766006
C00034157,123500,28,0.000312309868219997,0.000783483373599475,3.78698964537231e-05,0.00140655775778546
C00034405,82500,18,0.00023440134146915,0.000530089922350918,2.64370725460894e-05,0.00106066601672969
C00035006,79000,18,0.000176613760135011,0.000530855450345727,3.39865361244542e-05,0.0010430881774768
C00035204,16500,8,0.00010206738488488,0.000259243751104248,2.18196772053711e-06,0.000431411994461474
C00035451,87000,22,0.00024090761434521,0.000625297401875998,2.32696554650646e-05,0.00117734869533917
C00035683,97000,23,0.000291702698712231,0.000648474514901808,1.98025217800137e-05,0.001193319251595
C00035691,114500,23,0.000284531834696485,0.000655903119510718,3.60566024685219e-05,0.00127059740418702
C00039040,6000,2,7.4740220187263e-05,0.000108162643437962,1.40163313879768e-09,9.1410671891067e-05
C00039461,23000,9,9.10089522667092e-05,0.000295112609925249,1.06437512969405e-05,0.000591831402610043
C00039503,15500,7,9.49227665670256e-05,0.000240131093352611,2.9564136932514e-06,0.000367391324054554
C00040394,32000,16,0.000109165256389954,0.00047788196673431,1.55231283549212e-05,0.000902453215836613
C00040568,29000,14,9.95395246736114e-05,0.000421496344378851,1.43501631625632e-05,0.000843566331406972
C00040998,129000,27,0.000350784374165643,0.000759824415283241,3.48920843494797e-05,0.00141806449726519
C00041038,7500,2,8.35007220456949e-05,0.000108311615592009,2.45483705964964e-10,8.26623051833204e-05
C00046474,72000,17,0.000213443478803626,0.000491901223654045,1.96819154965279e-05,0.000891126873710421
C00048579,19000,12,0.000104801926789962,0.000366384793442555,1.81026753490547e-06,0.00062961985345705
C00051979,29000,8,9.62595951163651e-05,0.000268258125241769,1.59121794453193e-05,0.000482832568083012
C00053553,8945966,21,0.00470484001344468,0.000599241820873988,0.00731053782066389,0.00110243537248012
C00060103,32500,12,0.000136452704738494,0.000365194891612756,4.50284113772318e-06,0.000653821303827719
C00063164,50000,15,0.000166297858627526,0.000441862225920947,1.39406460970813e-05,0.000878550701973171
C00064766,104000,25,0.000290083068805955,0.000704975125999742,2.6298969268653e-05,0.00130906950644319
C00064774,84850,23,0.0002176177930974,0.000655833151011033,3.20959705491901e-05,0.00125554748525373
C00067231,48500,17,0.000164130560922982,0.000501886504439492,1.24286786619018e-05,0.000914131280782282
C00068692,116500,26,0.000310284169825329,0.000730790015718482,3.06047802484305e-05,0.00140025466292318
C00072025,53500,13,0.000164921500514369,0.000396327966607154,2.05016680673691e-05,0.000684522430923709
C00072751,18000,10,0.000107311300965023,0.000313854449974527,3.66975593804974e-06,0.000559336132923482
C00074096,36500,12,0.000120010506916373,0.000374716176323866,1.37368370934283e-05,0.000758762222827526
C00075291,104000,21,0.000268112736033163,0.000600753269953018,3.41163284431914e-05,0.00115018210001583
C00076810,96500,24,0.000279195121697591,0.000674567917047823,2.20759693505127e-05,0.00130755763121675
C00077321,133999,29,0.000356388874609032,0.00080550969127224,3.01816569326271e-05,0.00147060071348843
C00078451,67500,14,0.000196122016216189,0.000417603234268599,1.78714475972065e-05,0.000800999414941729
C00081547,26000,9,0.000112083941748196,0.000293589135591785,8.59144727120487e-06,0.000580051906996093
C00082800,5500,2,7.39567036709858e-05,0.000106804498547754,9.43195111295342e-11,6.10829567974407e-05
C00082917,73000,20,0.000175800572220451,0.000576298332319309,3.45142418563643e-05,0.00110621773108083
C00083535,75000,23,0.000206297891713779,0.000661733936568552,2.36662228432239e-05,0.00124767507692817
C00084491,55000,14,0.000136448472250991,0.000426560397824646,3.32175355254065e-05,0.0008735119424747
C00084871,29500,9,0.000125446617872495,0.000292769967811965,3.88613156941924e-06,0.000479292275045615
